YEAR,WEEK,"BIRMINGHAM, AL","MOBILE, AL","MONTGOMERY, AL","PHOENIX, AZ","TUCSON, AZ","LITTLE ROCK, AR","BERKELEY, CA","FRESNO, CA","GLENDALE, CA","LONG BEACH, CA","LOS ANGELES, CA","OAKLAND, CA","PASADENA, CA","SACRAMENTO, CA","SAN DIEGO, CA","SAN FRANCISCO, CA","SAN JOSE, CA","SANTA CRUZ, CA","COLORADO SPRINGS, CO","DENVER, CO","PUEBLO, CO","BRIDGEPORT, CT","HARTFORD, CT","NEW HAVEN, CT","WATERBURY, CT","WILMINGTON, DE","WASHINGTON, DC","JACKSONVILLE, FL","MIAMI, FL","ST PETERSBURG, FL","TAMPA, FL","ATLANTA, GA","SAVANNAH, GA","HONOLULU, HI","BOISE, ID","CHICAGO, IL","PEORIA, IL","ROCKFORD, IL","EVANSVILLE, IN","FORT WAYNE, IN","GARY, IN","INDIANAPOLIS, IN","SOUTH BEND, IN","DES MOINES, IA","KANSAS CITY, KS","WICHITA, KS","LEXINGTON, KY","LOUISVILLE, KY","BATON ROUGE, LA","NEW ORLEANS, LA","SHREVEPORT, LA","BALTIMORE, MD","BOSTON, MA","CAMBRIDGE, MA","FALL RIVER, MA","LOWELL, MA","LYNN, MA","NEW BEDFORD, MA","SOMERVILLE, MA","SPRINGFIELD, MA","WORCESTER, MA","DETROIT, MI","GRAND RAPIDS, MI","DULUTH, MN","MINNEAPOLIS, MN","ST PAUL, MN","KANSAS CITY, MO","ST LOUIS, MO","LINCOLN, NE","OMAHA, NE","LAS VEGAS, NV","CAMDEN, NJ","ELIZABETH, NJ","JERSEY CITY, NJ","NEWARK, NJ","PATERSON, NJ","TRENTON, NJ","ALBUQUERQUE, NM","ALBANY, NY","BUFFALO, NY","ROCHESTER, NY","SCHENECTADY, NY","SYRACUSE, NY","UTICA, NY","YONKERS, NY","CHARLOTTE, NC","CANTON, OH","CINCINNATI, OH","CLEVELAND, OH","COLUMBUS, OH","DAYTON, OH","TOLEDO, OH","YOUNGSTOWN, OH","TULSA, OK","PORTLAND, OR","ALLENTOWN, PA","ERIE, PA","PHILADELPHIA, PA","PITTSBURGH, PA","READING, PA","SCRANTON, PA",PROVIDENCE,"CHATTANOOGA, TN","KNOXVILLE, TN","MEMPHIS, TN","NASHVILLE, TN","AUSTIN, TX","CORPUS CHRISTI, TX","DALLAS, TX","EL PASO, TX","FORT WORTH, TX","HOUSTON, TX","SAN ANTONIO, TX","OGDEN, UT","SALT LAKE CITY, UT","NORFOLK, VA","RICHMOND, VA","SEATTLE, WA","SPOKANE, WA","TACOMA, WA","MILWAUKEE, WI"
1991,42,1,3,-,3,9,2,3,5,1,9,11,-,3,12,22,8,11,,3,9,2,-,-,3,-,-,3,11,2,1,13,3,2,7,,18,1,6,6,5,1,12,3,6,1,1,,4,1,-,5,17,10,3,1,2,2,-,1,4,10,6,7,5,7,2,2,7,2,4,20,-,1,2,1,2,1,-,6,4,9,2,3,1,2,4,5,20,4,6,4,9,2,6,3,-,2,21,4,9,2,-,3,8,8,8,3,-,7,1,4,40,6,5,2,3,2,4,1,3,6
1991,43,5,9,3,4,6,5,-,12,-,15,-,-,4,13,16,2,11,,5,9,-,1,-,2,1,-,8,15,-,1,16,5,8,10,,15,2,5,2,3,-,16,6,5,-,1,,5,-,-,11,18,11,6,-,2,3,-,-,2,8,4,10,4,14,6,5,2,2,2,4,-,-,4,4,4,3,3,3,6,8,2,3,1,4,3,4,12,2,5,8,7,2,6,4,-,1,15,8,9,6,-,5,7,13,7,4,1,6,4,7,41,7,1,2,2,4,2,6,3,6
1991,44,4,4,1,3,10,6,3,4,3,-,16,-,-,11,16,6,12,,2,6,4,-,2,1,1,-,2,12,1,-,8,9,5,7,,17,4,5,4,7,-,16,7,4,1,3,,3,1,-,2,12,12,-,-,-,1,1,-,3,6,6,8,1,20,2,5,-,5,6,9,-,-,2,2,2,1,5,6,3,10,1,6,1,2,2,5,7,2,3,13,4,4,9,1,-,3,18,7,7,1,-,1,6,12,11,1,3,11,2,1,-,8,4,2,1,2,1,5,5,10
1991,45,1,3,1,3,2,2,-,17,-,-,-,-,6,11,12,2,10,,4,9,2,1,2,2,1,-,10,12,-,-,8,6,6,4,,17,1,2,-,2,-,9,6,5,1,1,,8,-,-,4,9,8,1,-,-,-,2,2,3,7,14,2,2,3,2,10,-,-,-,-,7,1,2,3,1,5,4,4,3,4,-,2,2,1,-,11,8,1,6,10,5,2,5,3,-,4,15,4,10,-,-,4,9,11,8,3,2,5,2,4,26,15,7,2,3,4,6,6,5,8
1991,46,1,3,1,7,3,3,1,8,1,13,12,-,1,11,9,5,7,,3,6,6,3,-,1,5,-,3,5,3,-,10,5,4,-,,20,3,4,5,3,-,14,5,4,-,-,,4,-,-,4,10,12,-,-,2,1,2,1,2,3,6,4,-,18,3,5,1,1,2,16,4,1,2,9,-,2,-,1,2,5,-,7,3,3,3,3,11,4,5,6,-,-,5,4,2,3,10,8,13,2,1,6,7,16,10,2,4,3,6,6,29,10,1,4,4,6,4,4,2,10
1991,47,-,13,-,6,4,5,2,18,1,15,12,-,2,14,19,4,10,,-,15,2,5,1,3,2,-,-,12,-,1,3,7,5,15,,22,2,5,8,3,-,12,5,9,1,2,,8,-,-,6,28,16,-,-,2,-,3,2,5,6,6,7,3,7,1,6,3,-,4,3,7,-,3,3,1,4,3,2,7,6,-,8,-,2,6,3,14,4,5,5,5,7,9,8,2,4,8,8,13,1,-,9,8,9,8,4,5,9,4,5,33,21,4,3,5,4,2,5,3,8
1991,48,3,6,1,3,7,2,3,3,-,7,16,-,3,4,11,5,8,,2,8,-,2,3,-,2,-,-,5,-,-,8,5,6,4,,4,6,6,-,2,-,6,2,2,1,1,,7,4,-,6,15,24,2,-,-,1,-,1,5,2,5,7,1,21,5,4,-,-,7,15,3,-,-,2,-,3,4,4,3,4,-,9,-,-,4,1,15,5,5,4,5,3,4,9,1,2,12,4,6,1,1,3,5,-,5,3,-,5,4,4,23,6,2,1,2,6,1,3,-,7
1991,49,4,1,3,4,11,2,1,10,1,7,19,-,2,8,19,4,11,,7,12,3,3,1,2,6,-,-,20,-,1,12,4,2,7,,16,4,7,1,-,-,15,-,7,1,1,,4,2,-,2,12,21,5,-,1,-,2,-,3,5,8,7,-,17,3,7,-,-,2,17,1,-,2,6,2,4,7,9,4,9,1,5,2,2,-,9,6,6,5,15,11,2,12,9,-,5,16,6,8,3,5,3,3,15,15,3,3,4,3,2,41,10,6,6,4,3,2,13,5,10
1991,50,5,11,1,2,5,3,2,7,3,8,23,-,3,14,13,4,11,,1,12,6,5,1,4,3,1,-,6,-,-,11,4,3,5,,16,10,11,2,6,1,11,1,1,1,2,,6,6,-,5,16,35,2,1,2,1,-,-,5,8,3,12,2,11,3,15,-,2,3,11,1,3,3,-,1,4,8,2,5,9,-,8,1,1,6,3,14,4,6,3,8,4,13,2,1,-,15,5,9,1,5,8,15,17,19,6,1,6,2,7,46,13,5,3,2,11,4,9,2,21
1991,51,3,20,-,5,6,7,1,9,-,11,-,-,1,15,13,5,11,,2,10,-,4,-,5,3,-,5,15,1,-,23,7,5,4,,18,7,4,1,2,-,14,4,14,-,1,,7,3,-,3,19,25,3,-,2,-,1,-,3,4,7,5,-,4,2,8,-,1,6,20,-,-,1,12,2,4,3,3,5,12,1,4,2,3,2,4,18,10,13,16,8,2,4,10,2,2,14,6,8,2,2,8,11,14,10,4,-,2,7,6,-,9,-,9,2,6,6,5,3,14
1991,52,3,5,1,5,4,4,1,14,4,9,20,-,10,8,11,13,16,,4,11,1,-,4,4,1,-,3,9,-,-,20,1,3,3,,21,8,9,2,3,-,14,2,8,1,1,,4,3,-,2,21,11,1,1,-,-,1,1,4,12,-,7,1,15,5,4,8,5,10,20,2,3,1,4,-,5,4,6,3,13,1,4,-,2,8,5,8,6,12,7,10,5,3,5,1,3,-,4,5,2,2,4,12,15,6,5,-,10,6,1,-,-,4,3,4,1,3,4,4,13
1992,1,6,16,1,11,3,3,-,12,1,17,15,-,3,19,14,-,25,,12,16,2,4,7,3,7,-,-,12,-,1,12,8,2,7,,29,3,11,1,2,-,5,7,5,-,1,,5,-,-,2,10,12,3,1,2,2,1,-,5,14,8,16,3,10,4,4,-,7,9,21,6,-,1,6,-,3,6,3,7,14,2,8,1,3,6,3,14,3,11,13,5,4,9,6,4,6,8,7,10,6,7,2,3,13,12,5,1,3,2,4,32,7,2,4,5,8,2,8,2,19
1992,2,4,8,-,4,19,4,1,6,2,-,37,-,5,28,36,13,33,,8,19,3,7,5,6,5,-,9,24,1,3,24,14,1,13,,26,3,6,3,6,-,25,3,3,1,5,,9,3,-,3,35,17,3,1,2,-,2,1,10,13,14,16,5,28,9,9,-,3,15,16,5,2,7,7,-,3,8,11,5,8,2,8,2,2,5,4,23,3,26,12,-,-,9,11,3,5,12,5,15,8,2,12,8,8,18,6,4,12,7,10,40,19,4,7,6,5,6,3,4,24
1992,3,4,5,7,8,4,6,1,33,-,22,-,-,8,22,20,10,32,,4,28,4,-,3,7,5,3,-,-,2,-,20,12,1,7,,25,7,6,5,9,1,18,2,7,3,4,,11,2,-,8,26,31,4,3,6,1,3,-,8,17,10,12,2,19,11,6,-,3,13,13,6,2,7,13,1,10,8,6,3,10,1,18,1,3,5,6,22,3,-,11,15,4,15,4,1,3,33,6,15,4,3,10,16,14,13,6,4,6,7,6,42,23,3,9,3,4,5,8,7,16
1992,4,4,8,-,6,12,7,1,14,2,16,25,-,6,26,16,-,24,,4,16,4,2,4,3,2,-,9,18,-,-,17,7,12,4,,22,5,3,4,6,2,18,-,1,5,5,,3,2,-,7,19,25,4,5,2,2,2,-,4,7,10,11,1,24,6,5,-,9,4,16,3,2,1,7,3,2,9,9,6,5,-,8,-,3,9,7,10,4,13,10,11,-,7,8,1,4,33,4,9,2,11,6,9,21,14,9,8,15,4,7,35,20,4,10,5,4,4,5,7,18
1992,5,4,5,4,2,11,6,1,8,3,25,48,-,4,18,29,1,25,,4,20,3,5,4,3,3,-,-,12,1,3,22,7,4,5,,16,2,2,3,7,-,20,3,6,-,3,,9,1,-,7,37,15,3,1,4,4,5,-,8,7,9,9,4,13,13,11,4,4,6,21,3,2,5,6,3,7,6,5,5,8,-,7,-,6,7,5,19,6,8,16,14,4,19,18,-,-,25,10,11,1,2,8,18,5,19,6,1,18,4,8,29,23,1,7,4,11,3,3,6,16
1992,6,5,7,2,14,6,8,3,13,2,17,32,-,5,22,30,8,22,,5,23,2,8,1,3,6,2,-,11,-,-,18,7,7,5,,8,2,2,-,7,-,14,5,11,3,1,,11,1,-,6,20,22,4,3,3,1,-,-,8,6,8,5,1,16,4,6,1,1,1,20,2,-,1,5,-,5,6,2,7,4,-,8,1,3,4,6,22,3,15,9,10,3,12,12,3,2,15,8,8,5,4,7,12,16,10,11,6,3,3,5,46,18,3,11,6,9,5,9,9,10
1992,7,8,11,3,9,9,6,-,4,-,17,-,-,4,16,21,6,19,,5,17,1,4,-,6,3,1,-,7,2,-,12,3,5,8,,20,4,6,-,2,-,21,4,-,1,1,,8,1,-,8,19,18,-,1,3,2,-,-,7,5,3,8,1,16,3,6,1,3,5,12,2,1,3,8,-,6,3,3,5,10,2,8,-,3,-,4,16,3,5,8,-,1,9,10,2,1,32,5,9,5,3,6,12,14,10,2,7,7,3,5,42,11,-,4,2,8,1,8,7,7
1992,8,3,7,1,17,9,7,-,1,-,16,-,-,5,15,12,3,14,,3,13,4,4,5,3,7,-,5,9,-,-,16,4,4,13,,18,5,1,3,3,2,15,6,7,2,2,,3,-,-,11,19,14,2,1,1,1,2,1,5,1,9,12,1,15,5,3,-,2,3,17,-,1,1,4,-,6,3,5,5,10,2,3,1,1,4,5,12,-,5,7,6,1,2,4,1,1,39,7,11,2,1,4,11,19,10,6,3,5,3,10,47,14,2,7,3,-,3,5,3,16
1992,9,2,10,-,15,5,1,1,9,-,9,-,-,7,22,22,9,11,,3,11,2,4,3,6,-,-,4,13,-,1,17,6,6,4,,21,5,7,-,4,-,11,3,4,2,3,,8,-,-,3,29,15,2,1,3,4,1,3,11,3,10,6,3,23,3,4,-,2,6,14,3,-,1,7,1,2,6,2,7,8,3,4,1,4,7,2,15,2,6,8,5,2,7,8,1,1,39,3,9,3,2,8,9,18,15,5,5,9,8,10,41,19,1,6,4,9,5,5,8,11
1992,10,4,11,2,10,9,10,1,11,-,7,-,-,8,17,16,9,16,,6,9,-,-,1,6,6,-,5,11,-,-,20,5,8,10,,18,4,4,8,6,-,13,2,11,-,2,,4,3,-,8,19,15,1,1,2,1,1,-,3,6,7,6,2,23,5,6,5,3,6,13,-,3,-,2,1,1,2,3,-,6,1,5,1,3,3,3,15,2,11,12,5,2,6,7,-,2,44,6,7,6,6,7,16,16,8,7,2,2,5,9,62,10,6,9,5,4,3,3,9,8
1992,11,5,9,3,16,5,5,2,4,-,14,-,-,6,15,18,6,7,,13,9,2,4,1,8,4,-,-,13,-,2,15,8,3,11,,19,2,3,2,4,3,10,3,3,2,1,,7,2,-,5,12,18,1,-,-,1,-,-,2,4,6,7,3,16,3,8,-,2,3,18,-,-,2,11,-,1,-,4,7,6,1,7,1,6,2,6,20,5,7,7,5,2,8,12,1,2,37,10,5,1,4,6,3,15,5,6,-,4,7,5,25,18,3,12,6,4,2,3,6,14
1992,12,5,2,2,12,5,5,1,7,2,9,18,-,4,14,19,4,18,,6,20,2,1,1,2,6,-,6,9,-,3,9,5,3,4,,11,4,10,5,2,-,8,-,4,1,1,,5,7,-,13,19,16,-,2,-,-,-,-,5,8,8,10,-,11,5,2,10,1,8,7,-,-,4,4,-,8,1,5,6,5,1,2,1,5,1,4,19,1,6,8,11,-,1,9,2,3,26,5,10,3,3,7,13,12,8,6,-,6,6,9,19,20,2,6,6,5,4,7,11,11
1992,13,6,12,1,15,13,5,1,11,6,8,23,-,3,9,14,5,15,,4,13,9,1,2,4,2,-,4,8,-,-,14,4,5,5,,20,4,3,6,3,-,17,7,-,1,-,,6,1,-,9,21,13,2,-,1,-,2,1,4,7,5,7,-,23,4,4,-,1,3,17,6,-,3,2,2,-,6,3,6,11,1,7,1,5,1,5,19,4,6,9,7,-,5,7,-,3,22,6,5,1,1,11,8,15,8,3,-,2,5,12,66,14,3,10,5,5,6,7,9,10
1992,14,4,6,1,15,10,6,-,8,1,11,19,-,3,12,17,4,14,,7,12,5,2,3,5,3,-,4,8,-,-,12,8,2,6,,24,1,3,-,3,-,8,5,5,2,2,,4,4,-,6,19,5,3,-,1,-,1,-,4,4,5,7,1,11,4,4,6,3,1,-,2,-,1,5,3,4,9,4,3,8,-,5,3,-,8,2,11,-,12,8,3,1,3,6,2,2,28,3,8,2,4,5,7,33,6,6,4,6,-,7,23,12,2,3,4,6,2,3,4,9
1992,15,2,9,-,8,5,3,1,6,5,15,28,-,3,7,16,2,9,,10,10,2,4,1,5,2,-,4,15,-,2,9,6,5,8,,19,6,4,2,3,1,9,5,12,1,1,,3,2,-,6,16,15,3,2,1,-,1,1,5,8,3,9,1,8,3,7,2,3,4,19,4,-,2,5,-,3,2,3,6,7,-,6,1,1,6,4,8,1,7,5,6,2,3,11,3,5,24,3,7,1,4,4,8,17,12,2,1,2,4,3,26,8,3,6,2,1,2,3,11,8
1992,16,4,3,2,12,5,5,1,3,-,11,15,-,2,12,18,-,16,,4,10,3,2,-,1,1,-,7,12,-,1,19,2,2,3,,9,4,1,2,2,1,12,2,3,-,2,,5,-,-,7,10,12,2,3,3,2,-,-,5,5,9,10,-,7,2,2,3,-,2,14,2,-,-,4,-,-,6,5,5,9,4,3,1,-,9,5,11,3,14,5,3,1,4,5,-,3,26,1,7,2,-,4,12,31,9,7,2,5,2,5,18,16,2,4,4,6,9,1,3,4
1992,17,2,7,1,14,6,1,4,4,1,11,19,-,6,12,20,1,10,,5,13,3,-,1,3,3,3,11,12,1,2,11,3,7,8,,15,6,5,3,2,-,16,3,4,1,3,,5,5,-,8,11,7,2,2,4,3,-,-,2,9,5,5,-,12,5,3,-,1,6,9,4,-,1,5,-,2,1,4,5,8,2,7,-,4,3,7,16,6,12,7,10,-,5,5,-,2,29,3,8,2,2,5,4,22,8,5,4,3,7,3,29,8,2,8,5,4,2,4,2,11
1992,18,3,7,1,13,5,3,1,10,-,12,-,-,2,12,21,1,10,,5,8,1,2,2,3,3,2,5,10,-,-,21,8,1,4,,20,4,5,-,6,-,8,2,5,-,1,,7,4,-,8,22,14,3,-,2,2,2,-,2,12,4,6,2,11,4,5,3,1,3,12,4,-,-,3,-,4,3,3,4,11,1,6,3,1,6,4,13,-,11,7,5,2,7,6,1,2,21,4,4,1,7,6,12,16,12,4,2,2,8,8,48,10,-,1,3,4,3,3,4,10
1992,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,2,4,3,-,-,-,-,-,-,-,-,-,,26,6,6,1,4,1,14,5,9,-,2,,-,-,-,-,-,12,6,2,2,2,1,-,5,11,8,4,3,5,2,4,-,4,4,17,1,-,5,3,-,4,-,8,5,8,1,5,2,2,-,8,18,6,10,8,10,-,-,-,3,3,19,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
1992,20,4,5,3,16,6,3,3,7,2,8,41,-,5,9,23,-,12,,4,4,1,2,-,4,1,-,7,8,2,-,19,5,3,5,,12,1,5,3,5,-,12,3,8,-,2,,4,2,-,8,26,6,1,1,1,-,1,-,1,6,4,10,2,20,2,7,4,-,5,5,4,-,3,5,1,4,3,1,4,3,1,6,1,2,7,2,16,1,9,10,2,2,10,2,2,-,19,7,4,-,-,1,3,18,9,6,2,8,2,3,37,9,2,5,3,5,4,4,3,6
1992,21,5,1,1,12,4,6,-,6,3,11,43,-,6,10,11,1,12,,5,7,1,2,1,2,1,-,1,8,-,-,11,3,2,8,,13,7,2,4,5,-,11,6,1,-,1,,-,2,-,8,13,16,3,1,-,-,1,-,3,7,4,3,2,9,5,4,-,4,2,7,2,-,1,6,-,4,4,4,3,5,-,11,-,-,8,4,14,1,5,12,3,3,5,5,2,4,40,1,-,3,-,4,4,19,10,6,3,4,4,5,32,17,1,5,-,3,2,8,3,7
1992,22,1,8,1,13,6,3,1,1,1,8,33,-,5,14,16,5,8,,5,15,1,4,2,2,1,-,3,4,1,2,9,3,7,10,,15,2,9,4,2,-,14,2,5,1,1,,-,4,-,5,20,15,-,1,4,-,1,-,3,5,5,4,-,11,3,3,5,-,6,10,1,-,1,7,1,1,4,1,3,6,2,3,2,-,4,2,10,1,8,4,5,4,6,3,5,2,27,1,1,1,7,1,6,-,6,5,1,4,2,4,23,7,3,8,3,2,4,3,5,7
1992,23,1,8,-,18,8,6,-,3,4,13,31,-,4,13,14,1,16,,2,16,1,1,3,2,-,-,2,6,-,1,19,2,-,7,,15,9,2,1,5,2,6,3,2,1,2,,-,2,-,4,10,12,2,-,-,-,1,-,4,6,3,3,2,13,4,7,-,-,5,8,2,1,-,3,2,4,2,2,3,5,-,5,2,-,4,2,15,2,10,6,3,2,4,3,2,-,9,1,1,2,-,2,1,26,11,7,3,7,4,5,36,9,2,5,5,2,3,4,6,11
1992,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,-,3,3,-,-,-,-,-,-,-,-,-,,17,2,2,2,5,-,10,3,4,-,-,,-,-,-,-,-,24,3,-,3,1,-,-,4,1,5,2,1,10,5,3,6,2,5,9,2,-,-,5,3,6,-,1,3,5,-,4,-,5,-,3,11,3,7,6,8,-,-,-,1,2,15,8,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
1992,25,1,2,3,15,9,4,2,6,-,9,29,-,3,6,16,5,8,,1,10,-,2,-,4,2,-,5,6,2,-,21,1,1,9,,6,2,2,-,-,-,-,4,2,-,3,,-,4,-,6,17,22,1,2,2,1,1,-,5,8,4,8,-,6,4,5,4,5,5,12,-,-,1,3,-,4,3,-,3,8,1,3,1,2,3,4,11,3,8,8,6,4,7,6,3,-,17,7,2,-,2,4,6,14,14,3,2,6,4,8,26,11,-,9,5,4,2,3,6,6
1992,26,4,9,2,8,4,5,1,5,2,8,27,-,-,9,21,5,15,,9,8,1,1,3,6,4,-,3,5,1,-,13,4,4,6,,16,2,2,3,6,2,9,2,-,1,-,,-,-,-,5,26,24,1,-,1,-,2,1,1,6,4,8,-,13,4,6,-,2,5,7,2,-,1,11,-,1,2,8,1,4,1,5,2,-,11,1,8,2,5,7,2,1,5,6,1,-,22,7,2,3,1,7,5,21,10,4,3,5,11,4,24,12,1,6,2,1,-,3,1,9
1992,27,3,-,-,10,7,6,1,1,3,3,16,-,-,13,8,6,20,,3,10,2,2,1,6,1,-,5,4,-,1,11,6,10,1,,14,1,5,2,2,1,13,3,-,1,1,,-,1,-,-,3,17,1,-,3,-,-,-,-,4,8,1,1,4,2,3,-,2,4,4,1,-,1,2,-,4,4,2,3,9,-,4,-,-,2,2,9,1,12,8,3,3,2,9,-,-,19,4,2,2,-,2,7,21,7,2,3,4,2,3,38,8,-,4,1,2,1,4,2,-
1992,28,1,3,-,11,3,6,5,5,2,6,22,-,2,7,13,5,10,,1,11,-,2,1,2,2,-,4,8,-,2,21,4,2,-,,14,2,1,4,7,-,17,1,10,1,1,,-,1,-,4,11,25,2,-,-,2,-,-,4,7,8,6,1,11,2,6,2,-,6,6,2,-,-,8,1,8,1,2,3,6,-,3,1,-,6,2,14,2,9,14,6,1,4,3,1,1,5,3,1,2,-,1,7,18,10,5,-,3,6,2,35,5,-,6,5,3,4,7,7,7
1992,29,2,5,2,16,6,2,4,7,1,3,25,-,3,8,16,7,11,,1,2,1,2,-,4,2,-,5,7,1,-,15,2,5,4,,13,3,2,1,4,2,4,1,3,1,2,,-,3,-,5,14,19,3,1,3,2,1,-,5,9,3,5,-,15,-,2,7,1,3,8,1,-,1,8,1,4,3,1,3,4,-,6,-,2,3,2,18,1,7,7,10,4,5,6,1,1,9,5,1,-,-,3,5,25,10,4,1,9,4,7,26,7,1,4,3,6,4,1,1,7
1992,30,2,2,-,20,10,3,1,9,-,7,-,-,-,10,5,2,17,,3,5,-,2,2,3,1,-,6,4,1,-,13,5,2,7,,15,-,2,1,2,6,9,4,4,1,3,,-,1,-,8,16,14,1,1,-,1,-,-,3,3,4,5,1,7,6,7,1,4,-,5,2,-,-,4,-,3,-,2,4,9,-,6,1,2,1,4,11,4,8,6,5,-,6,3,-,2,24,4,1,3,-,3,7,15,12,6,4,4,3,4,34,12,2,2,-,3,2,5,6,6
1992,31,3,-,1,15,4,3,3,9,3,-,26,-,3,20,15,4,15,,6,12,-,-,3,3,2,-,4,5,-,-,21,4,1,8,,11,3,1,3,5,1,7,-,2,1,2,,-,1,-,8,8,15,5,2,1,1,1,-,5,10,6,9,1,13,4,6,2,3,4,11,1,-,1,3,-,4,2,3,3,2,2,2,-,2,6,3,7,5,8,4,5,1,9,2,-,1,11,5,3,-,-,1,5,20,7,1,2,5,3,6,30,16,3,-,1,5,2,9,3,8
1992,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,,9,3,1,1,6,-,9,1,6,-,2,,-,-,-,-,-,22,3,-,1,2,1,-,2,4,7,8,-,13,3,6,-,-,5,5,2,-,1,5,-,4,-,2,3,4,-,7,-,5,-,1,11,3,7,4,2,1,-,-,1,3,27,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
1992,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,3,2,1,-,-,-,-,-,-,-,-,-,,13,4,1,4,5,-,13,2,1,-,3,,-,-,-,-,-,12,-,-,-,1,2,-,3,5,8,4,1,8,1,7,1,-,5,6,3,-,3,3,5,4,-,1,4,15,-,3,-,2,-,2,8,1,9,5,7,1,-,-,-,-,14,6,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
1992,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,2,3,3,-,-,-,-,-,-,-,-,-,,17,3,4,4,3,-,9,1,1,1,2,,-,-,-,-,-,17,1,-,3,-,2,-,1,2,2,5,1,16,2,8,1,1,4,4,2,5,3,4,-,-,-,3,4,10,-,6,-,1,-,1,10,4,6,6,9,1,-,-,-,-,23,5,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
1992,35,4,6,-,17,9,6,3,-,1,14,18,-,3,10,14,1,13,,2,6,2,2,2,3,3,-,6,3,-,1,10,3,1,5,,8,-,4,4,4,-,12,2,2,-,1,,-,-,-,4,23,13,-,-,2,-,5,-,5,5,5,4,1,5,2,7,-,3,4,7,1,-,4,3,-,1,1,4,3,3,-,2,-,1,7,6,10,2,2,4,-,4,5,3,1,6,13,2,2,3,-,3,1,14,8,6,-,3,4,5,31,6,2,4,3,2,7,3,3,7
1992,36,-,2,1,12,3,5,2,1,-,7,42,-,1,12,18,-,16,,6,5,3,-,3,1,1,-,-,3,-,-,11,2,4,6,,8,4,2,1,4,1,7,3,6,3,2,,-,2,-,-,21,23,-,2,-,1,3,-,1,7,3,6,-,11,3,8,4,-,6,3,5,-,-,6,2,3,4,3,3,12,-,5,1,-,5,9,13,1,2,9,10,2,3,5,2,-,23,4,2,1,-,3,3,5,7,5,-,2,2,5,-,-,3,12,2,1,4,4,1,2
1992,37,6,3,1,19,7,3,2,4,-,14,12,-,1,12,7,-,12,,6,10,4,-,2,1,1,-,5,4,-,3,14,8,2,4,,10,3,1,-,-,1,12,1,3,-,1,,-,-,-,5,22,12,-,1,1,-,-,-,5,6,4,7,1,1,4,3,-,1,5,8,1,-,1,1,-,4,1,2,3,5,-,2,-,-,4,5,5,-,4,4,5,1,5,4,1,2,17,6,3,1,-,5,8,17,7,5,-,3,2,4,24,3,-,5,5,4,1,3,6,4
1992,38,3,4,-,25,4,5,3,9,1,16,15,-,1,7,16,-,9,,8,8,1,7,-,3,2,-,-,4,-,1,12,4,3,12,,15,6,5,1,3,1,13,5,4,-,-,,-,1,-,4,8,14,1,-,2,2,-,1,8,8,3,6,1,16,2,3,6,1,7,9,-,2,4,1,1,1,2,1,3,4,-,3,1,2,5,3,4,3,4,8,8,5,3,8,-,2,19,1,1,4,-,3,5,12,8,4,5,4,1,5,33,4,-,6,5,5,2,4,7,11
1992,39,1,2,-,15,-,3,1,3,3,3,20,-,6,16,18,-,10,,1,10,-,3,1,2,2,-,5,8,-,-,9,3,3,9,,5,5,4,2,4,-,11,3,2,2,2,,5,1,-,4,18,20,2,-,-,2,1,-,2,8,6,3,4,11,4,5,3,1,3,11,2,-,-,7,-,2,6,1,4,6,-,3,2,3,2,3,12,4,-,5,-,-,9,4,1,-,14,4,1,-,-,2,8,11,4,5,-,4,4,1,23,11,3,4,4,2,2,2,8,12
1992,40,1,3,-,5,5,4,-,8,1,-,7,-,4,13,-,8,3,,3,10,4,3,-,3,2,-,5,4,1,1,9,6,4,6,,10,3,4,1,4,-,4,4,4,-,-,,4,-,-,5,22,17,6,2,1,1,2,-,3,3,3,2,1,11,3,4,-,2,2,5,1,-,2,10,-,4,2,3,3,8,3,1,-,1,3,2,9,1,2,9,6,4,5,11,3,1,-,2,2,2,-,-,4,16,11,1,3,5,2,2,42,10,3,11,2,1,2,2,5,2
