YEAR,WEEK,"BIRMINGHAM, AL","MOBILE, AL","MONTGOMERY, AL","PHOENIX, AZ","TUCSON, AZ","LITTLE ROCK, AR","BERKELEY, CA","FRESNO, CA","GLENDALE, CA","LONG BEACH, CA","LOS ANGELES, CA","OAKLAND, CA","PASADENA, CA","SACRAMENTO, CA","SAN DIEGO, CA","SAN FRANCISCO, CA","SAN JOSE, CA","SANTA CRUZ, CA","COLORADO SPRINGS, CO","DENVER, CO","PUEBLO, CO","BRIDGEPORT, CT","HARTFORD, CT","NEW HAVEN, CT","WATERBURY, CT","WILMINGTON, DE","WASHINGTON, DC","JACKSONVILLE, FL","MIAMI, FL","ST PETERSBURG, FL","TAMPA, FL","ATLANTA, GA","SAVANNAH, GA","HONOLULU, HI","BOISE, ID","CHICAGO, IL","PEORIA, IL","ROCKFORD, IL","EVANSVILLE, IN","FORT WAYNE, IN","GARY, IN","INDIANAPOLIS, IN","SOUTH BEND, IN","DES MOINES, IA","KANSAS CITY, KS","WICHITA, KS","LEXINGTON, KY","LOUISVILLE, KY","BATON ROUGE, LA","NEW ORLEANS, LA","SHREVEPORT, LA","BALTIMORE, MD","BOSTON, MA","CAMBRIDGE, MA","FALL RIVER, MA","LOWELL, MA","LYNN, MA","NEW BEDFORD, MA","SOMERVILLE, MA","SPRINGFIELD, MA","WORCESTER, MA","DETROIT, MI","GRAND RAPIDS, MI","DULUTH, MN","MINNEAPOLIS, MN","ST PAUL, MN","KANSAS CITY, MO","ST LOUIS, MO","LINCOLN, NE","OMAHA, NE","LAS VEGAS, NV","CAMDEN, NJ","ELIZABETH, NJ","JERSEY CITY, NJ","NEWARK, NJ","PATERSON, NJ","TRENTON, NJ","ALBUQUERQUE, NM","ALBANY, NY","BUFFALO, NY","ROCHESTER, NY","SCHENECTADY, NY","SYRACUSE, NY","UTICA, NY","YONKERS, NY","CHARLOTTE, NC","CANTON, OH","CINCINNATI, OH","CLEVELAND, OH","COLUMBUS, OH","DAYTON, OH","TOLEDO, OH","YOUNGSTOWN, OH","TULSA, OK","PORTLAND, OR","ALLENTOWN, PA","ERIE, PA","PHILADELPHIA, PA","PITTSBURGH, PA","READING, PA","SCRANTON, PA",PROVIDENCE,"CHATTANOOGA, TN","KNOXVILLE, TN","MEMPHIS, TN","NASHVILLE, TN","AUSTIN, TX","CORPUS CHRISTI, TX","DALLAS, TX","EL PASO, TX","FORT WORTH, TX","HOUSTON, TX","SAN ANTONIO, TX","OGDEN, UT","SALT LAKE CITY, UT","NORFOLK, VA","RICHMOND, VA","SEATTLE, WA","SPOKANE, WA","TACOMA, WA","MILWAUKEE, WI"
1992,41,2,3,3,15,5,4,2,6,-,18,-,-,3,9,20,-,14,,3,12,2,3,-,7,2,-,-,4,-,2,9,6,1,1,,13,2,6,2,3,2,13,3,2,-,3,,-,4,-,7,13,16,-,-,1,1,1,-,4,10,8,5,1,8,3,5,-,1,2,8,2,-,1,1,-,4,1,1,5,6,1,3,-,1,2,3,12,5,3,8,5,-,3,3,-,-,16,3,1,2,-,2,2,4,3,4,-,2,5,4,33,6,4,12,4,1,2,5,4,3
1992,42,3,1,1,11,6,9,3,7,1,6,20,-,1,9,15,-,13,,2,12,4,2,1,4,4,-,3,8,1,-,9,2,4,6,,3,2,1,1,-,1,18,4,6,3,1,,-,5,-,3,16,23,-,1,3,1,2,-,2,7,7,6,-,10,2,5,2,3,2,12,2,-,-,4,-,4,2,3,3,15,2,4,2,2,5,3,6,4,4,14,8,-,5,4,3,2,22,5,1,1,4,2,3,8,12,7,1,5,1,2,22,8,2,8,1,4,2,5,3,9
1992,43,4,5,4,21,7,4,5,8,3,10,16,1,6,9,-,18,-,,2,12,2,6,-,1,6,-,5,5,-,3,11,3,4,7,,13,4,5,3,4,-,28,5,9,1,4,,12,3,-,5,29,19,-,-,2,2,6,-,2,4,6,4,-,10,3,3,2,1,6,6,3,-,2,-,3,4,4,7,1,3,-,8,-,-,4,5,10,1,6,9,5,4,8,15,-,4,26,4,2,1,5,4,9,7,5,4,2,4,3,4,45,6,2,6,3,3,5,5,6,7
1992,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,45,7,1,1,17,3,2,-,7,2,6,21,-,-,13,10,-,18,,6,6,1,4,-,2,3,-,4,2,-,2,5,4,5,6,,25,8,4,1,6,1,22,1,9,-,-,,5,1,-,6,16,13,4,-,-,-,1,-,3,9,8,5,3,14,2,9,-,2,4,21,1,1,-,4,1,2,3,2,3,15,-,7,2,-,7,4,13,4,6,7,-,-,3,4,-,4,22,4,3,1,-,5,6,15,9,4,-,6,2,1,29,7,3,6,5,3,6,-,3,8
1992,46,2,1,1,11,5,3,4,5,-,9,14,-,1,14,8,-,19,,3,12,1,-,2,2,5,-,6,7,-,1,12,3,3,2,,-,3,4,1,2,-,12,2,3,-,-,,8,-,-,11,22,15,4,-,1,1,-,-,4,5,8,3,3,11,-,-,-,2,2,8,-,-,-,1,1,2,6,1,1,6,2,11,-,-,6,6,5,2,5,7,6,-,1,-,3,3,21,6,3,1,3,4,6,12,13,3,-,3,4,4,21,9,2,7,1,4,3,5,2,10
1992,47,3,2,2,25,7,7,3,3,2,7,13,-,5,10,13,-,12,,9,15,2,8,2,2,2,-,7,4,-,1,21,8,2,5,,8,1,4,1,7,-,10,1,2,1,2,,5,-,-,2,15,19,2,1,3,-,1,-,-,6,6,4,-,13,5,3,5,4,6,16,-,-,2,6,2,2,5,3,4,14,1,2,-,2,1,4,11,3,13,9,5,-,8,7,2,2,23,5,4,4,3,2,11,8,11,3,1,4,5,-,28,19,3,4,4,7,4,5,5,8
1992,48,6,3,1,14,8,1,4,1,-,4,13,-,1,9,4,-,8,,4,6,-,3,2,1,2,-,2,4,-,-,13,8,4,6,,9,1,2,3,6,-,6,3,5,1,2,,1,2,-,3,21,15,1,-,-,-,1,1,5,8,6,6,3,12,2,3,9,1,2,6,-,-,3,4,1,3,2,5,3,9,2,6,-,-,3,4,9,2,6,5,3,1,5,5,-,5,8,2,4,3,-,3,7,10,8,3,-,10,4,2,23,15,1,5,4,1,1,2,5,6
1992,49,3,1,2,25,8,3,-,5,2,10,19,-,5,21,17,-,30,,4,12,1,4,2,4,4,-,5,7,2,1,15,3,-,5,,9,4,6,5,5,2,24,2,2,1,2,,10,-,-,4,11,-,1,1,1,-,-,-,5,9,6,5,1,19,4,3,4,2,6,13,-,-,3,1,-,8,4,5,3,15,1,8,-,-,4,1,4,1,8,9,3,1,6,6,1,1,20,3,2,4,2,4,7,8,4,7,3,3,5,4,-,7,2,6,4,6,1,2,8,11
1992,50,4,3,1,19,5,4,2,15,-,-,23,-,4,28,17,2,22,,2,14,-,1,1,3,-,-,4,6,-,1,11,8,2,1,,12,1,5,2,3,-,9,3,8,-,2,,7,1,-,3,27,20,4,1,2,-,2,-,2,3,8,5,2,16,3,6,-,1,8,11,1,4,1,9,1,3,2,8,3,4,-,3,-,-,3,3,12,3,10,11,13,2,8,6,1,2,19,5,2,2,8,-,11,12,17,5,2,10,10,7,39,13,4,6,5,3,2,2,5,8
1992,51,7,-,2,25,6,5,4,8,4,12,18,-,2,20,11,1,23,,7,10,1,3,4,3,-,-,5,9,3,2,16,-,2,3,,26,2,5,1,2,-,11,1,5,-,1,,3,1,-,3,8,27,2,1,6,-,2,1,3,9,10,4,-,10,5,9,-,4,4,13,-,-,1,3,-,5,2,4,3,9,2,6,1,-,4,1,20,6,8,10,7,-,8,5,1,5,17,7,1,3,8,12,7,14,13,7,1,5,9,6,-,15,4,7,3,8,4,11,9,9
1992,52,-,1,-,10,10,3,2,3,-,11,14,-,1,11,1,-,13,,5,13,1,3,-,4,3,-,6,9,1,2,14,-,2,5,,20,6,4,1,4,1,13,-,6,1,-,,-,2,-,-,11,13,2,-,4,1,3,-,2,5,-,4,2,11,5,3,-,-,6,14,2,3,1,9,-,4,1,3,3,3,2,5,-,-,4,4,3,5,3,7,10,-,-,8,2,2,12,8,2,1,-,1,10,11,7,3,2,2,9,11,-,5,3,8,4,-,2,3,5,5
1992,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,1,7,-,1,14,12,3,3,5,3,17,20,-,6,20,20,5,22,,10,12,2,4,2,3,2,6,4,10,1,2,12,4,4,3,,20,4,5,3,-,-,24,8,1,-,2,,-,-,-,5,30,18,3,-,3,1,2,-,4,11,8,7,1,11,5,4,-,3,3,18,5,3,3,4,-,5,6,4,5,9,-,4,2,1,2,6,20,5,8,18,11,3,6,7,3,6,15,12,4,1,6,7,12,11,12,4,1,5,10,4,46,11,1,9,6,5,3,8,4,16
1993,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,3,2,4,1,20,18,6,4,9,-,15,5,-,7,11,13,1,15,,4,8,2,7,2,1,5,-,4,8,-,1,9,8,4,6,,19,2,3,2,8,1,13,3,-,5,2,,-,-,-,4,16,22,3,2,2,-,2,1,1,12,7,8,1,8,10,3,8,4,5,25,2,1,1,4,-,5,5,4,4,12,1,5,1,-,4,3,15,-,9,8,4,2,4,6,-,4,30,4,1,2,3,5,12,14,9,5,6,8,12,5,30,10,3,5,1,4,4,12,4,12
1993,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,5,9,6,1,23,15,4,2,9,-,13,36,-,5,14,22,5,25,,9,3,-,-,1,6,2,-,4,4,1,-,10,4,5,6,,14,9,3,3,2,2,6,2,2,1,3,,-,4,-,5,27,18,1,2,2,1,-,1,6,13,8,6,1,14,6,9,8,2,5,17,2,3,1,11,1,5,7,2,5,8,-,8,2,-,4,6,12,5,14,7,9,1,5,7,2,2,18,4,1,2,12,1,14,22,5,6,1,3,7,4,33,15,3,8,5,9,12,4,9,12
1993,6,7,5,1,24,6,2,1,5,-,13,-,-,1,14,-,-,23,,4,13,4,10,1,2,3,-,7,7,2,1,10,8,9,5,,10,4,6,3,5,-,12,4,12,2,3,,-,3,-,2,8,21,2,-,1,-,4,-,3,8,12,3,3,14,2,5,-,6,5,-,-,3,2,5,3,1,3,3,4,12,4,7,-,-,3,6,8,2,-,8,8,4,9,6,2,4,13,10,1,1,11,11,5,17,13,7,1,5,7,5,-,6,6,7,5,5,2,3,12,14
1993,7,7,6,3,17,12,1,-,12,2,12,29,-,3,21,12,5,30,,10,8,2,5,2,6,1,-,12,4,1,1,16,6,5,5,,6,4,8,2,3,-,11,2,9,-,2,,-,6,-,3,32,29,2,3,2,-,2,1,5,10,6,4,4,14,2,10,7,8,6,10,1,-,4,7,2,5,3,3,2,12,-,6,1,6,2,4,5,5,6,14,10,3,5,8,1,5,-,10,-,-,4,3,12,10,8,10,3,5,6,10,62,13,4,12,9,7,3,5,15,14
1993,8,7,-,6,37,9,10,1,4,2,15,24,-,3,16,27,6,23,,4,11,3,7,5,5,5,-,8,7,1,1,19,11,2,12,,15,3,11,4,3,1,20,3,3,2,4,,-,1,-,9,18,27,1,2,4,-,2,1,7,8,6,3,1,25,4,6,-,2,7,16,2,-,4,3,2,2,5,3,4,7,-,6,1,3,6,6,12,3,14,5,9,2,14,9,-,1,-,4,1,3,11,6,7,19,9,9,2,6,5,12,30,17,2,13,2,6,3,7,6,12
1993,9,1,7,2,14,13,2,1,9,1,7,30,3,4,17,5,30,2,,6,-,2,3,1,9,1,4,8,7,1,1,23,5,2,6,,12,2,11,5,4,1,13,2,10,1,3,,7,2,-,1,17,31,5,1,4,-,-,2,3,12,12,5,-,10,12,9,-,4,8,19,1,1,4,117,3,3,5,4,3,9,1,8,3,6,4,7,25,3,12,7,7,3,6,16,-,4,24,5,1,4,6,6,9,18,12,6,1,6,9,9,42,9,5,9,8,5,3,8,6,16
1993,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,11,5,8,3,24,6,5,3,13,1,5,18,-,4,14,27,3,30,,14,15,3,9,3,7,6,-,11,4,-,2,16,4,5,5,,19,5,10,5,2,1,16,-,7,1,4,,-,4,-,-,26,29,6,2,2,3,5,-,5,13,8,4,1,25,10,5,26,2,6,11,4,6,4,-,-,7,6,7,3,20,1,4,-,5,4,3,14,4,11,7,8,3,8,6,2,4,25,6,2,4,1,6,10,14,17,5,4,5,6,5,31,12,4,9,4,3,11,3,17,13
1993,12,2,14,1,14,12,8,2,4,4,12,29,-,2,25,21,4,19,,5,12,2,2,6,3,9,2,4,10,1,-,19,9,5,4,,16,2,3,2,5,2,16,6,4,2,-,,-,4,-,14,28,30,3,-,3,1,3,-,7,19,10,5,1,29,3,-,27,3,8,22,5,3,3,-,-,1,5,7,1,20,2,7,1,3,6,6,21,7,9,16,9,2,5,16,3,1,30,8,2,2,3,1,6,18,14,7,-,6,9,6,42,14,5,7,11,19,9,6,15,17
1993,13,7,4,3,17,16,5,1,5,5,8,24,-,1,6,23,-,30,,4,15,-,7,1,4,7,-,-,7,2,3,16,11,5,12,,20,6,5,1,7,-,24,6,3,2,1,,-,1,-,5,32,22,2,4,6,-,1,-,8,18,11,8,3,12,5,6,30,3,4,21,-,3,3,-,-,2,5,2,-,18,2,12,-,2,12,7,13,5,6,6,5,2,13,6,-,7,23,9,3,4,10,6,13,16,7,3,-,4,12,6,30,9,1,6,6,6,3,7,11,5
1993,14,12,9,5,19,14,5,7,11,1,14,24,-,4,13,9,3,17,,5,12,3,7,1,3,2,-,-,7,1,3,18,10,2,1,,12,9,6,-,5,-,25,4,5,2,1,,-,3,-,8,34,25,3,-,5,5,1,-,7,14,12,12,2,18,6,13,11,4,4,9,5,1,4,7,1,-,5,4,-,13,1,4,-,2,4,4,15,2,10,9,10,3,7,5,7,5,29,4,1,-,1,5,5,17,13,5,2,7,4,4,31,13,-,11,4,-,8,7,7,8
1993,15,9,10,1,26,8,14,4,2,1,11,30,-,7,17,23,1,17,,1,21,2,3,1,5,3,-,8,9,5,4,16,9,5,7,,19,5,4,6,5,-,21,6,2,1,5,,-,1,-,6,26,24,1,1,4,2,1,-,6,6,11,4,1,17,4,8,9,2,2,11,1,1,-,5,-,7,6,4,-,14,1,5,1,-,9,4,13,3,9,10,8,-,9,8,-,4,36,7,2,1,-,3,17,13,5,3,2,2,7,10,33,10,2,10,6,5,-,8,11,18
1993,16,5,6,1,18,-,4,-,10,1,6,15,-,1,15,20,1,28,,5,6,2,4,2,2,2,-,15,6,1,4,20,11,4,4,,36,5,7,1,-,1,17,3,5,2,1,,-,1,-,2,28,25,3,-,2,-,1,1,2,11,12,8,3,18,11,9,28,1,4,19,3,3,2,4,1,4,3,2,1,10,3,8,2,-,7,5,14,4,16,14,6,1,14,12,1,4,45,3,2,1,2,9,14,20,13,6,1,3,10,6,23,3,2,8,3,9,8,5,7,22
1993,17,2,10,1,14,8,6,2,7,2,6,19,-,-,17,18,4,15,,3,12,3,-,3,2,2,-,9,5,1,5,16,10,5,8,,25,5,5,3,2,-,14,5,4,1,2,,-,-,-,15,20,25,2,1,-,2,2,-,3,6,13,7,-,20,7,13,20,2,1,9,3,1,-,4,-,1,6,4,1,6,-,7,-,4,4,3,10,3,16,12,16,-,10,9,-,10,53,18,-,1,-,7,9,19,13,2,1,4,16,6,34,13,2,9,3,7,3,13,7,15
1993,18,3,3,-,17,11,5,-,4,-,5,24,-,4,17,22,5,16,,3,17,2,3,4,3,3,-,1,9,-,1,11,3,2,7,,19,4,6,4,7,-,16,4,5,2,1,,-,-,-,6,16,11,4,-,3,4,-,-,5,7,9,5,1,13,3,7,17,2,5,7,3,-,-,3,-,2,16,3,2,3,-,4,1,1,7,6,8,1,19,12,7,1,13,5,3,4,41,5,-,-,1,6,11,18,12,2,1,7,6,6,36,9,5,11,3,4,4,5,4,16
1993,19,6,8,1,13,9,2,3,9,1,9,18,-,1,21,6,-,23,,2,11,4,2,2,5,2,-,5,7,-,2,17,6,6,7,,27,1,6,5,1,-,18,4,6,2,7,,-,2,-,8,31,12,1,1,3,-,2,-,6,11,14,15,-,12,7,5,30,3,6,7,-,-,4,2,-,1,2,3,-,12,-,8,-,-,3,6,6,4,8,8,7,2,9,4,1,5,21,7,-,1,5,2,4,21,7,7,5,6,2,7,-,9,1,8,6,6,1,4,6,9
1993,20,3,6,2,15,7,8,1,9,1,9,21,-,5,10,6,1,10,,4,9,2,4,2,3,1,-,-,1,-,3,15,3,2,6,,28,-,2,1,-,-,22,8,3,2,1,,-,-,-,9,15,19,2,-,5,1,1,-,4,7,6,7,-,23,5,7,12,2,1,7,3,-,-,4,1,1,6,5,1,4,1,5,1,-,3,7,-,-,9,8,8,1,8,10,-,4,35,8,-,1,3,5,9,19,8,4,7,2,12,5,26,14,5,6,1,5,3,2,10,7
1993,21,3,7,-,15,8,7,4,7,2,12,17,-,2,17,21,-,10,,4,15,4,4,-,1,1,-,4,3,1,6,10,6,3,11,,13,1,3,1,2,-,11,2,2,-,4,,-,-,-,9,21,22,5,1,1,1,-,-,4,3,3,8,-,16,5,3,3,3,5,8,1,-,3,4,2,-,3,4,3,7,1,3,-,6,5,9,9,1,8,4,4,-,9,5,1,2,31,3,-,3,3,1,8,13,18,7,1,4,4,3,-,17,3,8,2,7,2,6,4,11
1993,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,23,2,2,-,14,7,8,1,4,1,20,15,-,3,12,18,2,9,,4,8,-,7,-,2,2,-,-,9,-,8,7,2,4,7,,14,6,2,2,7,2,11,-,3,2,4,,-,1,-,4,23,26,3,1,3,-,1,-,8,6,4,6,-,5,7,3,-,3,1,4,-,-,-,5,2,-,4,3,2,13,-,2,1,2,4,3,16,3,13,11,5,3,7,2,-,-,35,7,-,2,5,4,3,9,11,6,-,3,5,2,45,18,4,13,5,2,3,9,5,7
1993,24,3,4,2,17,9,4,-,3,1,16,13,-,3,7,17,2,14,,2,12,-,4,1,2,2,-,-,2,-,4,8,-,2,5,,8,2,-,3,6,-,7,5,4,-,2,,3,1,-,3,18,17,-,2,1,-,2,-,5,6,9,2,1,15,8,7,3,1,4,8,3,-,4,5,-,3,1,2,1,5,-,9,-,1,4,5,8,2,10,7,5,2,1,8,-,1,27,6,-,1,1,4,5,22,7,5,4,4,3,4,25,12,4,11,6,3,5,3,1,9
1993,25,6,9,3,16,4,3,2,3,1,6,21,-,2,8,6,3,17,,6,6,-,7,3,2,-,-,3,2,-,2,11,-,1,9,,20,7,2,2,1,-,14,3,2,4,-,,6,2,-,9,22,21,2,-,2,1,2,-,5,9,10,9,1,13,6,6,8,-,1,15,2,2,3,7,-,-,2,2,2,12,1,6,-,1,2,3,7,2,6,10,10,1,2,7,1,2,29,3,-,2,2,5,6,15,10,9,4,4,3,3,35,15,-,6,5,3,2,4,5,14
1993,26,3,5,1,12,10,4,1,-,1,2,4,-,-,9,15,-,23,,2,16,-,1,4,4,-,-,-,5,1,4,5,-,1,5,,12,7,3,-,6,-,8,3,6,1,-,,-,2,-,-,7,21,2,-,-,1,4,-,4,9,7,6,1,7,5,5,3,1,2,8,1,-,-,1,6,2,2,2,1,3,-,3,-,2,-,7,19,1,3,2,2,-,2,7,1,1,37,5,-,2,-,2,5,-,3,8,-,2,7,5,-,10,3,11,2,5,3,6,10,16
1993,27,6,8,-,10,3,6,1,2,-,4,25,-,-,12,22,2,13,,3,3,1,-,1,2,1,-,5,5,2,3,11,-,1,10,,9,1,6,1,5,1,9,5,3,1,-,,-,2,-,2,7,19,2,-,2,1,-,1,3,11,9,8,-,8,2,7,5,-,3,8,2,-,-,3,1,2,4,-,10,7,-,4,-,2,4,1,9,3,10,4,11,1,8,2,-,2,41,1,-,2,-,5,3,23,7,8,-,4,-,5,28,13,3,5,2,3,4,1,3,9
1993,28,3,4,3,15,8,6,-,10,2,12,15,-,2,19,23,2,21,,4,11,1,4,-,5,5,-,1,2,-,3,10,-,7,5,,11,5,4,2,2,1,16,3,-,-,5,,-,2,-,7,17,20,3,1,-,1,1,-,4,5,5,5,-,7,4,5,6,6,3,5,3,3,5,2,-,4,2,-,3,10,-,1,1,-,2,4,9,2,13,4,8,1,8,6,-,1,6,5,-,-,-,3,9,9,8,10,3,3,4,2,28,10,3,4,3,-,4,1,10,9
1993,29,3,3,2,9,9,2,-,2,-,8,21,-,4,11,19,1,17,,3,12,-,4,-,2,3,-,5,8,-,1,11,-,2,8,,16,4,3,-,4,2,5,2,-,1,2,,-,3,-,5,14,15,3,4,2,1,2,1,1,4,3,6,2,11,2,6,6,-,4,9,4,-,4,4,-,-,2,4,2,14,-,6,-,2,4,2,11,3,5,5,4,-,3,8,1,5,15,6,-,1,-,3,9,15,8,5,1,4,6,5,26,9,4,10,2,2,2,3,2,7
1993,30,4,5,-,6,8,5,4,1,2,10,22,-,2,13,11,2,15,,1,5,1,2,1,1,2,-,1,4,-,5,11,-,4,10,,12,2,3,-,1,-,9,2,6,-,1,,-,-,-,7,25,21,-,-,4,1,-,-,1,4,8,8,1,5,3,5,7,1,3,9,2,2,2,4,-,-,-,1,3,12,-,6,1,-,3,4,9,2,10,2,1,2,6,4,-,2,-,8,-,2,1,3,5,18,2,5,1,4,3,4,32,15,2,11,1,4,3,11,5,9
1993,31,3,4,2,12,4,2,3,4,-,12,21,-,1,4,7,3,15,,3,5,-,3,4,1,2,-,5,4,-,3,6,4,4,5,,14,1,1,4,3,-,11,6,5,1,1,,-,2,-,4,10,24,-,-,-,-,1,-,1,3,10,4,1,10,8,8,-,6,3,9,1,3,3,8,4,1,1,2,2,3,-,5,1,-,2,7,9,3,10,7,9,2,7,2,-,3,13,4,-,4,3,2,3,19,9,5,4,2,3,5,-,9,1,5,1,3,4,6,5,10
1993,32,3,2,4,11,4,4,4,2,-,6,13,-,2,14,11,6,11,,3,10,1,-,1,2,2,-,3,6,-,2,4,3,4,4,,12,3,2,3,5,-,4,4,5,-,2,,-,-,-,11,18,18,4,3,1,1,-,-,-,8,3,11,-,22,2,6,3,5,3,5,2,1,1,-,1,3,5,7,1,9,-,1,1,-,-,2,9,5,19,3,6,2,7,5,-,2,-,5,-,2,-,9,4,15,4,1,3,1,4,5,22,9,-,7,4,2,9,4,8,8
1993,33,4,4,2,12,7,5,1,17,-,4,30,-,3,12,13,2,14,,4,4,-,-,1,3,4,-,3,8,-,2,14,4,6,2,,22,4,6,2,2,1,12,6,6,-,-,,-,-,-,6,14,16,-,-,-,-,-,-,-,7,6,1,-,5,2,10,7,1,1,6,5,1,-,10,1,-,4,3,3,8,-,5,2,-,2,5,10,3,13,8,-,1,4,5,-,2,-,6,-,-,6,5,5,19,2,3,3,4,4,2,30,7,3,5,8,-,6,5,5,9
1993,34,2,5,1,12,7,5,2,6,2,8,17,-,-,6,21,3,16,,2,2,-,-,1,1,2,-,-,4,-,3,11,1,4,8,,14,2,4,2,2,-,8,3,12,1,1,,-,-,-,3,16,17,1,-,3,-,3,-,6,4,7,5,2,8,8,4,4,-,3,8,2,-,-,2,-,2,4,4,3,2,1,3,-,-,3,5,5,1,16,2,9,1,1,4,1,5,13,8,-,1,10,2,8,19,5,3,2,1,3,1,29,10,-,7,3,1,1,9,3,4
1993,35,4,5,3,7,8,6,5,4,2,3,14,-,2,8,9,4,13,,-,5,-,3,2,1,1,-,-,8,-,5,17,6,4,3,,9,7,2,6,5,-,7,2,-,1,2,,-,-,-,1,13,25,2,1,1,1,2,-,2,5,4,6,1,13,4,2,6,2,4,10,2,-,1,1,-,2,4,-,3,12,-,4,1,-,4,4,19,2,19,4,4,1,8,6,-,1,10,8,-,1,11,-,8,17,6,8,-,2,6,2,30,7,2,9,5,6,2,2,3,15
1993,36,1,4,-,14,4,5,1,1,-,4,-,-,-,10,12,3,9,,4,5,1,2,2,4,2,-,5,5,-,2,8,5,2,8,,16,5,3,-,-,-,5,7,5,2,4,,-,1,-,3,23,10,1,1,3,1,-,-,-,6,5,8,1,7,1,6,-,1,4,8,-,-,1,4,-,4,1,-,3,8,1,5,-,-,5,3,6,2,8,4,4,1,3,2,-,3,8,5,-,1,7,4,4,15,10,2,2,-,2,3,24,5,-,7,-,5,3,3,7,6
1993,37,3,8,1,10,3,1,-,2,2,8,12,-,-,9,27,2,17,,4,6,-,1,-,-,1,-,-,4,-,5,10,6,4,3,,10,1,1,2,-,-,14,5,-,-,-,,-,-,-,3,16,18,2,-,1,-,-,1,4,7,3,4,4,16,3,4,3,2,-,12,4,3,3,5,-,1,2,3,-,13,1,5,2,5,-,1,12,1,14,8,6,-,3,5,-,3,18,6,-,1,-,5,3,9,10,4,1,1,5,7,38,11,-,4,3,2,3,5,3,11
1993,38,3,7,1,13,5,1,1,5,-,7,21,-,-,11,13,5,6,,1,4,-,2,1,-,-,-,2,13,-,2,14,2,2,4,,14,4,7,2,7,-,8,4,9,-,2,,-,1,-,6,18,18,-,-,2,1,1,-,4,5,7,4,-,16,6,6,9,1,4,11,2,-,4,9,-,2,1,3,4,11,1,3,-,3,7,1,10,2,9,4,4,3,6,6,-,1,19,4,-,-,7,5,9,-,9,3,2,4,5,3,31,7,-,5,3,-,3,4,5,10
